title,description,price,status,url,date_public
"Набір марок Воїни світла, Переможного Нового року, Зброя перемоги","Набір марок по ціні Укрпошти (олх доставка безкоштовна).
Набір марок Воїни світла- воїни добра (аркуш марок, конверт та листівка)- 120 грн.
Набір марок Зброя перемоги (аркуш марок, чиста листівка та чистий конверт)- 120 грн.
Аркуш марок Пес Патрон -260 грн
Аркуш марок ЗСУ 2022 рік- 140 грн
Аркуш марок Сковорода- 90 грн 

Набір марок Переможного нового року (аркуш марок, конверт та  листівка)- 180 грн. В іншому моєму оголошенні є КПД.
Набір з 4х аркушів марок Кримські татари (весь набір 2015 року)- 600 грн
Аркуш марок Веселих свят 2019 року- 160 грн 
Деревяні церкви Польщі та України- 170 грн за аркуш марок 
Все в ідеальному стані. 
Олх доставка безкоштовна. Дивіться інші мої оголошення з марками та конвертами.
Є багато інших марок, запитуйте, що цікавить.",120,Бізнес,https://www.olx.ua/d/uk/obyavlenie/nabr-marok-voni-svtla-peremozhnogo-novogo-roku-zbroya-peremogi-IDP6isg.html?sd=1,Опубліковано Сьогодні о 11:44
Ліхтарик-відкривашка,Ліхтарик-відкривашка. 4 режимів світіння. Заряджається від мережі. Кабель в комплекті,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/lhtarik-vdkrivashka-IDR8rty.html?sd=1,Опубліковано Сьогодні о 11:42
До зустрічі з тобою,Книга автора Джоджо Мойєс - До зустрічі з тобою.,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/do-zustrch-z-toboyu-IDPOFo4.html?sd=1,Опубліковано Сьогодні о 11:45
Пончо Дощовик Армійський Військовий Мультикам Дощевик Накидка Плащ,"Пончо/дощовик
Особливості : 
Універсальний розмір
Міцний сатеріал
Великий капюшон ( розмір підходить для носіння на касці) з шнурком, що регулюється.
Багатофункціональне використання.
Дуже компактний - легко зберігати.
є опт",850,Бізнес,https://www.olx.ua/d/uk/obyavlenie/poncho-doschovik-armyskiy-vyskoviy-multikam-doschevik-nakidka-plasch-IDR0xR8.html?sd=1,Опубліковано Сьогодні о 11:44
Складна Саперна лопата Mil-Tec (15522000),"Лопата саперна складна Mil-Tec.

Лопата: вуглецева сталь
Оболонка: 100% нейлон
Розміри в розкладеному вигляді: 56 см
Розміри в розкритому вигляді: 24 см
Лезо лопати: 21 х 15 см
Вага: близько 1,0 кг

- з пилками
- Чохол з кріпленнями

Можливий торг при оптових замовленнях.",700,Бізнес,https://www.olx.ua/d/uk/obyavlenie/skladna-saperna-lopata-mil-tec-15522000-IDPt5fW.html?sd=1,Опубліковано Сьогодні о 11:44
Намет Naturehike Cloud UP II with skirt (2-місний) 20D silicone,"Намет Naturehike Cloud UP II with skirt (2-х місний) 20D silicone New version + footprint NH17T001-T Grey
Намет Naturehike Cloud UP II (2-місна) нова вдосконалена модель + footprint. Дуже легка модель виготовлена із 20D nylon. Намет Cloud UP II з повітропроникною сіткою. Каркас виконаний із алюмінію. Намет водостійкий, має легку вагу, дає відчуття безпеки та комфорту за будь-якої погоди. Система вентиляції з сіткою високої щільності забезпечує надійний захист від комах та повітропроникність. Намет створений для походів, велопоходів та комфортного відпочинку у кемпінгу. У комплекті є footprint. Особливості: 1 вхід із тамбуром; вентиляційні вікна; посилення по кутах статі; гачок для лампи або ліхтаря усередині; алюмінієві кілочки; у комплекті footprint. Кількість місць: 2; Кількість входів: 1; Тамбур 1; Розмір: 215х130 см; Розмір упакованого намету: 40х13 см; Вага: 1,56 кг Водонепроникність: тент - 4000 мм; Матеріал намету: 20D nylon; Матеріал дуг: 7001 aluminum alloy.

Кількість місць:	двомісна
Сезон:	Демосизоне
Кількість шарів:	двошарова
Водостійкість дна (підлоги):	4000 мм
Габарити:	1000x1300x2150 мм
Форма:	півсфера
Водостійкість тенту:	4000 мм
Матеріал каркасу:	алюміній
Матеріал тенту:	нейлон
Довжина:	2150 мм
Ширина:	1300 мм
Висота:	1000 мм
Вага:	1.56 кг",5900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/namet-naturehike-cloud-up-ii-with-skirt-2-msniy-20d-silicone-IDQPIRR.html?sd=1,Опубліковано Сьогодні о 11:42
Подписка Мегого Максимальная,"-• Ласкаво просимо до нашого сервісу •
Ми займаємося сімейними підписками починаючи с 2019 року та підключаємо до Megogo, Netflix, YouTube Premium та Spotify

Наші переваги:
• Працюємо щодня з 12:00 - 22:00 •
•• Оплата після підключення та перевірки ••
Відгуки про нас - t.me/+e5IxuPlEVilmYzcy

Вартість наших послуг :
• MEGOGO МАКСИМАЛЬНИЙ ПАКЕТ З ФУТБОЛОМ БЕЗ ЛІМІТУ НА ПЕРЕГЛЯД МАТЧУ
- 1 місяць: 90 ₴
- 6 місяців: 300 ₴
- 12 місяців : 400 ₴

• NETFLIX ОСОБИСТИЙ ПРОФІЛЬ ТА ПІНКОД. БЕЗ ЛІМІТУ НА ПЕРЕГЛЯД КОНТЕНТУ З УКР або РУС МОВОЮ ІНТЕРФЕЙСУ
- 1 місяць: 120 ₴ (1 пристрій)
- 6 місяців: 700 ₴ (1 пристрій)
- 12 місяців: 1200 ₴ (1 пристрій)

• YOUTUBE PREMIUM + MUSIC НА ВАШ ОСОБИСТИЙ АККАУНТ. БЕЗ ВПН ТА ВИДАЧІ ДАННИХ АДМІНІСТРАТОРУ
- 1 місяць - 60 ₴ (1 обліковий запис, без обмежень на пристрої)
- 6 місяців - 350 ₴ (1 обліковий запис, без обмежень на пристрої)
- 12 місяців - 600 ₴ (1 обліковий запис, без обмежень на пристрої)

• За підключенням або уточненням умов пишіть в OLX або TELEGRAM -
Мій профіль в телеграмі - t.me/depdb
Відгуки про нас - t.me/+e5IxuPlEVilmYzcy",40,Бізнес,https://www.olx.ua/d/uk/obyavlenie/podpiska-megogo-maksimalnaya-IDOnlhI.html?sd=1,Опубліковано Сьогодні о 11:44
Силіконова форма,"Силіконова форма дуже добре підходить для заливки смоли
Деталі на другій фотографії",30,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/silkonova-forma-IDQALVm.html?sd=1,Опубліковано Сьогодні о 11:44
Покрывало спасательное изотермическое!,Покрывало спасательное изотермическое ( 160 - 210 см ). Для защиты от переохлаждения и перегрева.,200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/pokryvalo-spasatelnoe-izotermicheskoe-IDQAKMG.html?sd=1,Опубліковано Сьогодні о 11:44
Футбольные бутсы Adidas оригинал,"Футбольные бутсы Adidas оригинал в отличном состоянии без дефектов. Размер 39, по стельке 24,5 см. Натуральная кожа.",600,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/futbolnye-butsy-adidas-original-IDR8ryY.html?sd=1,Опубліковано Сьогодні о 11:44
Защита Наколенники Mobius,"Наколенники Mobius , одевал три раза на тренировку",18000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zaschita-nakolenniki-mobius-IDR7flV.html?sd=1,Опубліковано Сьогодні о 11:44
"Сноубордическая куртка Rogeregger (аналог Burton AK, Marmot)","Крутая, практичная, технологичная и качественная мноубордическая куртка.
Цвет - насыщенный фиолетовый с черными элементами, ""интерьер"" - серый с красными зонами карманов, золотистыми элементами отделки вентиляции.
Основные плюсы:
- мембрана 15К / 5К (не считая 6 регулируемых вентиляционных каналов) так что по факту все 15К/25К;
- качественная водо/ветронепроницаемая ткань с рипстопом, с отражателями на рукавах;
- 2 боковых кармана (правый с дополнительным внутренним эластичным карманом для телефона, левый - с карабинчиком для ключей), 2 грудных кармана с сеточкой (в каждый влезет по 7-дюймовому планшету), карман на липучке для скипасса/карточки на левом плече, 2 грудных внутренних кармана (правый - на молнии с эластичным кармашком для плеера/телефона с отверстием выхода наушников/гарнитуры, левый - крупная сеточка для маски, внутри которого еще один маленький эластичный карман), потайной карман под снежной юбкой с незаметной молнией (для заначки от гопников/для apre-ski), карман на липучке под снежной юбкой, огромное отделение на нижней части спины (в районе поясницы) снаружи (можно скрутить пуховик или флис, спрятать 3-литровую упаковку вина);
- все молнии водонепроницаемые, с длинными тканевыми держателями (удобно застегивать в перчатках);
- отстегиваемый и настраиваемый в 2 плоскостях (глубина, ширина) капюшон с козырьком и флисовыми вставками в районе ушей;
- накладка для защиты подбородка от защемления молнией;
- центральная молния работает в обе стороны и закрывается ветрозащитной накладкой на магнитах (когда жарко можно застегиваться только на одни магниты);
- эластичные манжеты под большой палец;
- усиленная локтевая зона;
- снежная юбка может пристегиваться к штанам (2 боковых крепления на кнопках).
Основной ""-"":
- большой размер для меня(((
При своем размере М свободно помещаюсь в нее с защитой (почему и брал её ""с запасом""), но все чаще катаюсь без защиты и большой размер создает неудобства.
Указан размер L, но по факту реальный XL.
Идеально подойдет крупному парню ростом выше 180 см с размером L или XL.
Конструкция внешний защитный рипстоп-мембрана-тканевая сетка обеспечивает сохранение тепла или выведение его излишков через вентиляцию в рукавах, на груди и возле боковых швов со стороны спины с обоих сторон.
Замеры (внешние) в см:
длина по замку -82
длина по спине от воротника - 82
длина рукава от плечевого шва - 65
длина рукава от подмышки -54
ширина в плечах - 54
ширина в подмышках -62 
ширина в нижней части - 62
длина (внутренняя) от воротника до края снежной юбки - 75",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/snoubordicheskaya-kurtka-rogeregger-analog-burton-ak-marmot-IDpINjA.html?sd=1,Опубліковано Сьогодні о 11:46
"Картини за номерами. Ідейка, Brushme.  50×40","Картини за номерами 50 × 40  
Цна оголошення за 50×40.
В наборі бавовняний холст на дерев;яній рамі, акрилові дуже свіжі фарби, з виробництва ) Пензлики 3шт.",430,Бізнес,https://www.olx.ua/d/uk/obyavlenie/kartini-za-nomerami-deyka-brushme-5040-IDOB5r8.html?sd=1,Опубліковано Сьогодні о 11:42
Рай центр Люко Дашвар,Книга - «Рай центр» українського автора Люко Дашвар.,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/ray-tsentr-lyuko-dashvar-IDPOFyG.html?sd=1,Опубліковано Сьогодні о 11:45
Мадонна с младенцем,Ручная работа.Выполнена чешским биссером.Размер: 46х62 (с рамкой),3500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/madonna-s-mladentsem-IDKbt9X.html?sd=1,Опубліковано Сьогодні о 11:42
Демисезонные тактические Берцы Койот ЗСУ,"Размер 
39-26 см 
40-26.5 см 
41-27 см
42-28 см 
43-28.5 см 
44-29 см 
45-30см 
46-30.5 см 
47-31 см
48-31,5 см 

Непромокаючий верх берців  виконаний з натуральної гідрофобної шкіри    та вставки кордури
Мембрана -Так — склад: 100% пе, щільність: 160 г / м, мембрана: 3000 х 3000;
Глухий клапан на язику -Так
Швидка шнуровка – Так
Плетена підкладка Spider Mesh для циркуляції повітря.
Носок і п’ята посилені міцною подвійною гранітолью
Додатковий захист від подряпин на носку з прогумованої шкіри – фібра
Устілка повторює форму стопи з якісного матеріалу( не скатується)
Цю модель можливо замовити у зимовому чи демісезонному варіантах
В зимових моделях використовується багатошаровий утеплювач нового покоління – winterfrost wf800, допомагає зберегти тепло .  Хутро не ставимо!!!
Герметизовані шви для захисту від вологи
Каркас взуття повторює анатомічну форму ноги
Підошва двокомпонентна( гума та поліуретан). Гнучка з елементами Flex Zon.
Особлива гумова суміш забезпечує маслобензостійкість, антистатичність, антиковзання, морозостійкість і стійкість до стирання. Поліуретан забезпечує легкість, термозахист та амортизацію.
Чудова якість говорить сама за себе, натуральні і композитні матеріали дозволяють носити їх дуже довго навіть при екстремальних навантаженнях
Ці берці розроблялися як надійний елемент екіпіровки, що захищає ноги в екстремальних умовах. Це спеціальне взуття, яке забезпечує комфорт при тривалих переходах, особливо у важких природних умовах: по гірських схилах, лісах, болотах і піску
Ергономічний дизайн / відповідність стандартам професійної взуття.
До замовлення доступні у демісезоному",2300,Бізнес,https://www.olx.ua/d/uk/obyavlenie/demisezonnye-takticheskie-bertsy-koyot-zsu-IDOXwUh.html?sd=1,Опубліковано Сьогодні о 11:44
Монета деньга 1746 года,"Монета деньга 1746 года. 300 гривен за монету, а за то пишите,договоримся Не дорого..",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/moneta-denga-1746-goda-IDR8rys.html?sd=1,Опубліковано Сьогодні о 11:44
Куклы коллекционные Vintage The Royal Parade Doll Collection,Куклы коллекционные Vintage The Royal Parade Doll Collection.. England Souvenir box 3,550,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kukly-kollektsionnye-vintage-the-royal-parade-doll-collection-IDR8ryd.html?sd=1,Опубліковано Сьогодні о 11:44
Галя без голови Люко Дашвар,Книга нова автора Люко Дашвар «Галя без голови»,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/galya-bez-golovi-lyuko-dashvar-IDPOFhp.html?sd=1,Опубліковано Сьогодні о 11:45
Тактичне взуття/черевики Lowa Берци Лова Зефир 39-46 Середні-Високі,"Lowa Zephyr GTX® MID TF""
Словакія
Температурні характеристики: до -15 

Графік роботи :
Пн- Нд 09:00- 20:00

Відправка Нова Пошта+Олх Доставка
Наложеним платежем

При підборі розміру взуття користуйтеся розмірною сіткою:

Розмір 39 (Стелька 25 см)
Розмір 40 ( Стелька 26 см ) 
Колір: Койот
Розмір 41 ( Стелька 26.5) 
Колір: Койот 
Розмір 43 ( Стелька 27.5 см) 
Колір: Olive Койот 
Розмір 44 ( Стелька 28.5) 
Колір: Olive Койот 
Розмір 45 ( Стелька 29.5 см) 
Колір: Olive Койот 
Розмір 46 ( Стелька 30 см)
Колір: Olive Койот 

1. Черевики виготовлені із 100% натуральної шкіри (замша) із застосуванням вологозахисної мембрани Gore-Tex, що є одним із головних критеріїв даних черевиків! 

2. Натуральна замша (товщина 1,4-1,6 мм) + Cordura

3. Підошва - Lowa ""Cross""

4. Шнурівка - закриті 

5. Тришарова знімна устілка Сlimate Сontrol

Прекрасні військові черевики які гарно зарекомендували себе у польових умовах!

Відправка в день замовлення",3500,Бізнес,https://www.olx.ua/d/uk/obyavlenie/taktichne-vzuttya-chereviki-lowa-bertsi-lova-zefir-39-46-seredn-visok-IDQUPUk.html?sd=1,Опубліковано Сьогодні о 11:45
Защита Наколенники Mobius,"Наколенники Mobius , одевал три раза на тренировку",18000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zaschita-nakolenniki-mobius-IDR7flV.html?sd=1,Опубліковано Сьогодні о 11:44
"Религии мира ""Иудаизм"".","Книга из серии религии мира ""Иудаизм"". Автор С.Н. Педингтон. 395 стр. Описание религии еврейского народа.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/religii-mira-iudaizm-IDQkLnY.html?sd=1,Опубліковано Сьогодні о 11:46
"1 Червонец,3 Червонца,5 Червонцев","Продам 1 Червонец,3 Червонца,5 Червонцев,купюры 1937года.Отличный выбор для вашей коллекции,цену уточняйте.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/1-chervonets-3-chervontsa-5-chervontsev-IDQPHPp.html?sd=1,Опубліковано Сьогодні о 11:44
Купюра 200 грн номер 3333339,"Купюра , бона, банкнота 200 гривен с очень редким номером 3333339 , в отличном состоянии.",550,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kupyura-200-grn-nomer-3333339-IDR8rtJ.html?sd=1,Опубліковано Сьогодні о 11:42
Діамантова мозаїка на полотні,"Алмазна мозаїка на полотні

В серії добірка різноманітних барвистих персонажів 
Вам подобається творити, що вимагає точності?  Тоді складання алмазної мозаїки стане вашим новим хобі.  Збудуйте блискуче творіння на полотні з крихітних камінців,все необхідне для цього є в наборі! 
Розмір 18*23 см.

Ціна 100 грн

Є інші варіанти, за деталями звертайтеся в приват!!!",850,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/damantova-mozaka-na-polotn-IDQPIZh.html?sd=1,Опубліковано Сьогодні о 11:45
Резинка ленточка платок на волосы для волос бело бежевая красная желта,"Пересылаю, смотрите другие мои объявления, смотрите другие мои объявления,много вещей и обуви в наличии",70,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/rezinka-lentochka-platok-na-volosy-dlya-volos-belo-bezhevaya-krasnaya-zhelta-IDJAr6N.html?sd=1,Опубліковано Сьогодні о 11:42
Чип Speedbox Bosch 3.0 • Чип для снятия ограничения скорости e-bike,"• Чіп SpeedBox 3.0 for Bosch дозволяє деактивувати обмежувач швидкості на електровелосипедах з моторами Bosch та насолодитися можливостями вашого байка на повну потужність!

• При використанні електровелосипедів із заводськими налаштуваннями електричний помічник допомагає набрати швидкість до позначки 25 км/год, після чого відключається, і подальший набір швидкості можливий лише за рахунок власних сил.

• Чіп SpeedBox 3.0 знімає це обмеження, і помічник продовжить допомагати вам набирати швидкість в середньому до 40-50 км/год і навіть до 60 км/год, межа залежить тільки від ваших фізичних можливостей.

•Супер ціна лише 5599 грн !
•Самовивіз у м.Львів або Яворів !
•ОЛХ доставка !
•ДОСТАВКА БЕЗ ПЕРЕДОПЛАТ ПО УСІЙ УКРАЇНІ!

! Чіп сумісний з новими моторами Bosch 4-го покоління (2020 та 2021 рік випуску) та попередніми.
! Підходить для моторів Bosch: Active Line, Active Line Plus, Performance Line та Performance Line CX Line.

__ЯК ПРАЦЮЄ SPEEDBOX 3.0?__

•Активація чипа.•

Після натискання кнопки WALK відображається значення 9,9 км/год (6,2 миль/год) і тепер ви зможете їздити зі швидкістю 40, 50 і навіть більше 60 км/год.

•Деактивація чіпа.•

Щоб повернути вихідні настройки обмежувача, натисніть кнопку WALK знову. Значення 2,5 км/год (1,6 миль/год) з'явиться на дисплеї, і обмеження швидкості буде скинуто до 25 км/год. Ваш електровелосипед працюватиме так само, як і до встановлення чіпа.",5599,Бізнес,https://www.olx.ua/d/uk/obyavlenie/chip-speedbox-bosch-3-0-chip-dlya-snyatiya-ogranicheniya-skorosti-e-bike-IDOzgBi.html?sd=1,Опубліковано Сьогодні о 11:44
Osho Ошо Постижение внутренней гармонии руководство по медитации,Osho Ошо Постижение внутренней гармонии руководство по медитации,200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/osho-osho-postizhenie-vnutrenney-garmonii-rukovodstvo-po-meditatsii-IDJpCXi.html?sd=1,Опубліковано Сьогодні о 11:45
