title,description,price,status,url,date_public
Кроватки в ассортименте,"Круглая кровать с матрацом - 3000гр, белая и слоновая с ящиком на маятнике с мишкой 3500, Наталка белая - 1800. Есть не новые кровати - 800 и 1500 на маятнике натурального цвета дерева

Мы находимся по адресу проспект Моторостроителей 14 (район Анголенко) магазин Детский Мир.

(Звонить по телефону или писать на Viber, Whatsapp)",2500,Бізнес,https://www.olx.ua/d/uk/obyavlenie/krovatki-v-assortimente-IDEC9Pf.html?sd=1,Опубліковано Сьогодні о 11:24
"Куртка reima, EUR 128 см","Легка дитяча пухова куртка має утеплювач: складається на 80% пуху та 20% - з пера. Просочення матеріалу відштовхує воду та бруд. Гладка підкладка полегшує процес одягання, а еластичні резинки по краю капюшона й на манжетах забезпечують комфорт. Розкішна, модна, легка і тепла куртка стане відмінним варіантом і для ігор у дворі, і для прогулянок містом.

* Водо- й брудовідштовхуюче просочення без вмісту фторвуглеців BIONIC-FINISH ECO
* Подовжена модель
* Крій для дівчаток
* Гладка підкладка з поліестеру
* Утеплювач пух і перо (80% / 20%), Fill Power 650
* Пух і перо сертифіковані відповідно до стандарту Responsible Down Standard
* Безпечний, знімний капюшон
* Еластична резинка на капюшоні
* Еластичні манжети
* Фігурний подол
* Дві бокові кишені

* Основний матеріал: Taffeta: 100% поліестер
* Підкладка: 100% поліестер
* Утеплювач: Reima Down 80
* Догляд
* Прати окремо, вивернувши навиворіт. Застебнути блискавки й липучки. Прати миючим засобом, що не містить відбілюючі речовини. Полоскати без спеціального засобу. Щоб уникнути зміни кольору, виріб необхідно вийняти з пральної машинки відразу після закінчення програми прання. Барабанне сушіння при низькій температурі з 3 тенісними м'ячиками. Виверніть виріб навиворіт в середині сушіння.",2100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-reima-eur-128-sm-IDR6i1n.html?sd=1,Опубліковано Сьогодні о 11:24
Куртка Zara зимова для хлопчика,"Куртка зимова для хлопчика
Розмір: 140см
Бренд: Zara
Наповнювач: пух-перо
Колір: хакі
Стан: відмінний
Ціна: 750грн торг",750,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-zara-zimova-dlya-hlopchika-IDPvGIj.html?sd=1,Опубліковано Сьогодні о 11:23
Кросівки від Nike,Шкіряні легенькі кросівки від Nike для маленької модниці.Розмір 20-21 довжина по устілці 13см.Відмінний стан,330,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krosvki-vd-nike-IDR8qA9.html?sd=1,Опубліковано Сьогодні о 11:22
Продам нові костюми демісезонні,"Костюмчики на весну

Матеріал плащівка, утеплювач синтепон 100, підкладка нейлон
В капюшоні є утяжка
В маленьких розмірах по 1 кнопці на кишенях
В штанах пояс-резинка

Заміри куртка:
80 - рукав від горловини 34 см, ширина 32 см, довжина по середині спинки 36 см
86 - рукав 36 см, ширина 34 см, довжина 38 см
92 - рукав 38 см, ширина 36 см, довжина 40 см
98 - рукав 41 см, ширина 37 см, довжина 42 см
",750,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-nov-kostyumi-demsezonn-IDR8qCG.html?sd=1,Опубліковано Сьогодні о 11:23
Деревянная модель машины,Деревянная модель машины требует доработки смотреть фото колеса целые крутятся длина 20 см,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/derevyannaya-model-mashiny-IDQPIbS.html?sd=1,Опубліковано Сьогодні о 11:24
Куттка Outventure,"Куртка на весну(осінь) на флісці в ідеальному стані фірми Outventure 
На зріст 146-152 см",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kuttka-outventure-IDR8qEm.html?sd=1,Опубліковано Сьогодні о 11:24
Черевички для хлопчика,"Модні черевички для хлопчика, взували 2 рази, стан ідеальний на 5. Розмір 22.  Тканина типу замша",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/cherevichki-dlya-hlopchika-IDPggxi.html?sd=1,Опубліковано Сьогодні о 11:24
Спуск 56 см Гра з кулькою баскетбол Башня,"Особливості:
- відповідає технічному регламенту безпеки іграшок;
- іграшка поєднує у собі одразу дві гри, баскетбол та лабіринт для кульок;
- в наборі ви знайдете кульки 4 шт рельєфні;
- така гра дозволить розвинути дрібну моторику рук, логічне мислення та завзятість.
Висота спуску 56 см, діаметр основи 22 см

Відправляємо новою і Укр поштою.",350 грн. / за 1 шт.,Бізнес,https://www.olx.ua/d/uk/obyavlenie/spusk-56-sm-gra-z-kulkoyu-basketbol-bashnya-IDQ8mwo.html?sd=1,Опубліковано Сьогодні о 11:23
"Каша/молочная смесь Малышка, Hipp, Mellin","Новая детская молочная смесь, каша, герметичная 250г  (до 06.2023). 
В наличии 5 шт - 250грн. 
Mellin безмолочная рисовая каша 200г (до 08.2023) - 90 грн. 
Hipp безмолочная, безглютеновая овсянка 200г (до 31.03.23) - 70 грн. 

 Смотрите другие мои объявления, есть детские подгузники, одежда.",50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kasha-molochnaya-smes-malyshka-hipp-mellin-IDQEfB6.html?sd=1,Опубліковано Сьогодні о 11:24
Люлька з базою isofix. Автокресло,"Автолюлька Bebe Confort Pebble (Бебі Комфорт Пебл) – одна з найзручніших та найбезпечніших автолюлек для малюків з народження до 13 кг. Ергономічна форма та м'яка оббивка створюють дитині затишне місце під час подорожі. Така люлька служить відмінною перенесенням, в ній легко можна заколисувати малюка поза автомобілем.
Pebble може встановлюватися на isofix-базу Bebe Confort FamilyFix (база купується окремо), використання якої забезпечує неперевершений рівень безпеки та комфорту. У платформи передбачена можливість регулювання нахилу, тому положення малюка з люлькою можна буде відрегулювати найбільш комфортним для нього способом, забезпечуючи достатній простір для ніг. Надалі на цю ж базу може бути встановлене автокрісло 1-ої групи Bebe Confort Pearl .або maxi cosi pearl. Pebble може встановлюватися на isofix-базу Bebe Confort FamilyFix (база купується окремо), використання якої забезпечує неперевершений рівень безпеки та комфорту. У платформи передбачена можливість регулювання нахилу, тому положення малюка з люлькою можна буде відрегулювати найбільш комфортним для нього способом, забезпечуючи достатній простір для ніг. Надалі на цю ж базу може бути встановлене автокрісло 1-ої групи Bebe Confort Pearl . Це те саме що maxi cosi pebble(pearl) та сама якість, вигляд та ціна) 
Віддам дешево. Тільки ця база в Інтернеті коштує 7 тис можна глянути family fix. І люлька 7500. Віддам все з базою за 3800, щоб не стояло. Дякую",3800,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/lyulka-z-bazoyu-isofix-avtokreslo-IDQjvbY.html?sd=1,Опубліковано Сьогодні о 11:24
Речі для Вашої принцеси,"Чобітки для дівчинки. Світлі 32 розмір, шкіра. Теплі та дуже модні. Ціна 700грн. Кросівки 33 розмір. Ціна 350грн. На речі різні ціни. Звертайтеся.",700,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/rech-dlya-vasho-printsesi-IDQAL6v.html?sd=1,Опубліковано Сьогодні о 11:23
Сарафан школьный ТМ Luxik,"Школьный сарафан в хорошем состоянии.
Состав:хлопок,полиэстер.Модель свободная,длина 83см, обхват груди 80см.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sarafan-shkolnyy-tm-luxik-IDF7HuN.html?sd=1,Опубліковано Сьогодні о 11:22
"Туфли Clarks размер 8,5 17,3","Туфли Clarks размер - 8,5.  длина стельки - 17,3 см . Очень удобные. Черные
150 грн",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tufli-clarks-razmer-8-5-17-3-IDLhTn8.html?sd=1,Опубліковано Сьогодні о 11:23
Пакет вещей 0-3 месяца на новорожденных (вещи младенцу),"Продам отдельно или пакетом вещи для новорожденного (унисекс) от 0 до 3 месяцев - бодики с коротким и длинным рукавом, человечки, комбезики, шапочки, штанишки, кофточки. Много чего в новом идеальном состоянии. Подробнее фото и замеры в Вайбер или WhatsApp 06******12.",10,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/paket-veschey-0-3-mesyatsa-na-novorozhdennyh-veschi-mladentsu-IDPv0ci.html,Опубліковано Сьогодні о 11:24
"Дитяче покривало, ковдра","Неймовірні простирадло, утеплене,, на синтепоні.
Або ж покривала, хто як хоче. З наволочкою в комплекті.

Якість люкс, це любов у саме серце, для користувань роками! Тепле, стьобане, двусторонє!!Фабричний Китай, люкс якість
Тепленьке, для затишку у дитячій
160 на 210 см

Дитяча постіль - чудовий подарунок для улюблених діточок

Виробник	Китай
Розмір	160 на 210 см
Тканина	Котон+Синтепон
Чудово підійде для подарунка.",380,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityache-pokrivalo-kovdra-IDQ1jBU.html?sd=1,Опубліковано Сьогодні о 11:24
Товары для школьников,"Товар для мальчика школьника
Производство Аргентина, актуальная модель, замеры по запросу.
36 размер, кожаные.",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tovary-dlya-shkolnikov-IDFjuRz.html?sd=1,Опубліковано Сьогодні о 11:23
Ботинки зимові Skechers,"Зимові ботинки, відмінний стан, носили  ""на вихід"", напереміну з вищими ботинками, які були для прогулянок( див. мої інші оголошення). Розмір устілки на фото. Без дефектів",450,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/botinki-zimov-skechers-IDR8qFn.html?sd=1,Опубліковано Сьогодні о 11:24
Дитяче ліжко 190*80 см. з матрасом,"Дитяче ліжко з дерева (вільха), в дуже гарному стані. Спальне місце 190/80 см. Габарити 197/87/79 см. Не скріпить, матрас рівний без провалів, спати дуже комфортно. Основа металевий каркас з ламелями. Оглянути можна по пр. П. Григоренка, завчасно домовившись по телефону. Самовивіз.",6500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityache-lzhko-19080-sm-z-matrasom-IDR8qDx.html?sd=1,Опубліковано Сьогодні о 11:23
Обруч нарядный,"Продам обруч для утренников , новый.Отправлю любым способом доставки",70,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/obruch-naryadnyy-IDNtw2W.html?sd=1,Опубліковано Сьогодні о 11:24
"Для самих маленьких  ""Моя перша мозаїка"" фірми Tigres.","Моя перша мозаїка фірми Tigres.
Як нова
В наявності всі елементи: 10 оригинальних малюнка та фішки у кількості 54 шт. 
По фішками дитина вчила кольори.",350,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dlya-samih-malenkih-moya-persha-mozaka-frmi-tigres-IDP8lr1.html?sd=1,Опубліковано Сьогодні о 11:23
дитячий рожевий рюкзак з вушками та зірочками,"рожевий дитячий рюкзак із вушками та різнокольоровими зірочками, м'якенький, довгі ручки, 2 відділення, 1 велике інше маленьке, без дефектів",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityachiy-rozheviy-ryukzak-z-vushkami-ta-zrochkami-IDR8qEw.html?sd=1,Опубліковано Сьогодні о 11:24
Спуск 56 см Гра з кулькою баскетбол Башня,"Особливості:
- відповідає технічному регламенту безпеки іграшок;
- іграшка поєднує у собі одразу дві гри, баскетбол та лабіринт для кульок;
- в наборі ви знайдете кульки 4 шт рельєфні;
- така гра дозволить розвинути дрібну моторику рук, логічне мислення та завзятість.
Висота спуску 56 см, діаметр основи 22 см

Відправляємо новою і Укр поштою.",350 грн. / за 1 шт.,Бізнес,https://www.olx.ua/d/uk/obyavlenie/spusk-56-sm-gra-z-kulkoyu-basketbol-bashnya-IDQ8mwo.html?sd=1,Опубліковано Сьогодні о 11:23
Продам нарядное платье,"Продам нарядное платье, одето 1 раз , на годик 80 см",1200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-naryadnoe-plate-IDR8qA4.html?sd=1,Опубліковано Сьогодні о 11:22
Футболка на 6-7 років,"Футболка на хлопчика.
В ідеальному стані
Вік 6-7 років.

Instagram
shop__for_kids",45,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/futbolka-na-6-7-rokv-IDLOg8N.html?sd=1,Опубліковано Сьогодні о 11:23
Кріселко дитяче чорне,"Крісло для дітей для авто, для велосипедів причепне. Крісло чорного кольору, в ідеальному стані , без ньансів",680,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krselko-dityache-chorne-IDQAKG4.html?sd=1,Опубліковано Сьогодні о 11:24
Неваляшка Редкая период СССР,"Неваляшка в хорошем состоянии-редкая,цену указал ниже чем она реально стоит,небольшой торг,по харькову подвезу на удобную вам станцию метро в удобное время,пересылка в другой город укрпоштой или новой почтой",800,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nevalyashka-redkaya-period-sssr-IDBWRLK.html?sd=1,Опубліковано Сьогодні о 11:24
Сковорідка. Сковорода,"Сковорода з антипригарним покриттям. Фірма Tefal.
Без кришки.
Діаметр- 28 см.

Пересилаю укр.та новою поштою.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/skovordka-skovoroda-IDR8qC3.html?sd=1,Опубліковано Сьогодні о 11:23
Комбинезон на девочку,"Комбинезон вязанный Nipperland, одет 1 раз, абсолютно новый, размер 9-12 месяцев. Сезон: весна/осень",600,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombinezon-na-devochku-IDQPIbY.html?sd=1,Опубліковано Сьогодні о 11:24
Тепла піжама дитяча кігурумі нові кігурумі кугурумі,"Распродажа остатков кигуруми
Есть Акционные единороги размер 140 по 450 гр

Остальные кигуруми по 470 гр

САМАЯ НИЗКАЯ ЦЕНА В ИНТЕРНЕТ!!
Размер 100
Стич розовый 
Дракон зелёный 

Размер 110
Лемур 
Олень 
Кот Тоторо 
Супер мен 

Размер 120
Кот Тоторо 
Кошка Спуки 
Хелоу Кити 
Дракон зелёный 
Зайка 

Размер 130
Стич голубой 
Тапочки Стич размер 25-30 350 гр
Лемур 
Кошка луна 
Единорог радуга 

Размер 140
Единорог золотой 
Единорог радуга 
Хелоу Кити 
Кошка луна 
Кошка Спуки 
Лемур 
Енот 
Лев 

Размер С 140-155
Олень 
Енот 
Единорог искорка 

Размер М 150-165
Пикачу
Лемур
Единорог искорка

Размер Л 160-175
Лемур

При покупке 3 шт скидка 50 гр от общей суммы.
Отправка с Чугуева Харьков об.
Самовывоз Чугуев.",450,Бізнес,https://www.olx.ua/d/uk/obyavlenie/tepla-pzhama-dityacha-kgurum-nov-kgurum-kugurum-IDPrT3f.html?sd=1,Опубліковано Сьогодні о 11:24
Продам детскую курточку. Рост 140 см,Продам курточку зріст 140 см. Може маломірити. Виробництво Китай. Не б/у. Є різні кольори,550,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-detskuyu-kurtochku-rost-140-sm-IDR5WPo.html?sd=1,Опубліковано Сьогодні о 11:24
Фігурки із фольги,Продаю книгу для дозвілля. Самовивіз або пересилка.,50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/fgurki-z-folgi-IDR8qFr.html?sd=1,Опубліковано Сьогодні о 11:24
Найпопулярніший принт.  Ромпер сліп Bonds,"Шикарні чоловічки/сліпи від австралійського бренду Bonds, 100% котон, зверху і знизу замочок,що дуже зручно.Неймовірні принти,яскраві, вік від 0 до 3 років,суттєво більшомірять.
В розмірі 0-3 місяці, 3- 6 місяців, 3 роки",200,Бізнес,https://www.olx.ua/d/uk/obyavlenie/naypopulyarnshiy-print-romper-slp-bonds-IDQPCVh.html?sd=1,Опубліковано Сьогодні о 11:23
Купальник для змагань із художньої гімнастики,"Продаю купальник для змагань із художньої гімнастики 
Вік 7-8-9 років
Був у використанні
На килимі виглядає яскраво",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kupalnik-dlya-zmagan-z-hudozhno-gmnastiki-IDQkKv2.html?sd=1,Опубліковано Сьогодні о 11:23
"Боди женский чёрный
Состояние идеал
Размеры на фото
Кнопочки целые, ра","Боди женский чёрный
Состояние идеал
Размеры на фото
Кнопочки целые, рабочие
350 грн+торг",350,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bodi-zhenskiy-chernyysostoyanie-idealrazmery-na-fotoknopochki-tselye-ra-IDR8qzT.html?sd=1,Опубліковано Сьогодні о 11:22
Пінетки .Снікерси .,"Снікерси розмір 18.5 ціна 300грн.
Пінетки червоні 40грн.
Пінетки сині 50 грн.
Пінетки коричневі розмір 20-21 40 грн.",40,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/pnetki-snkersi-IDQ40mC.html?sd=1,Опубліковано Сьогодні о 11:24
Детский велосипед Kids Life TR-01,"Продаётся б/у трёхколёсный велосипед в хорошем и полностью рабочем состоянии.  Характеристики: 

Очень комфортное, мягкое сиденье со спинкой (спинка регулируется)

Регулировка положения сиденья (относительно руля)

Надежная родительская ручка управления (регулируется по высоте)

Надувные колеса, задние оснащены стояночным тормозом

За безопасность крохи отвечают, мягкий бампер и ремень безопасности

Большой капюшон

Закрытая корзина для покупок.

Длина: 86 см

Ширина: 50 см

Высота: 100 см

Диаметр колес (передние/задние): 25/21.5 
Вес 9 кг.  
самовывоз Киев Отрадный.",1500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskiy-velosiped-kids-life-tr-01-IDJuEVP.html?sd=1,Опубліковано Сьогодні о 11:23
"Для самих маленьких  ""Моя перша мозаїка"" фірми Tigres.","Моя перша мозаїка фірми Tigres.
Як нова
В наявності всі елементи: 10 оригинальних малюнка та фішки у кількості 54 шт. 
По фішками дитина вчила кольори.",350,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dlya-samih-malenkih-moya-persha-mozaka-frmi-tigres-IDP8lr1.html?sd=1,Опубліковано Сьогодні о 11:23
Джинси для хлопчика 128-134р,"Продам фірмові джинси в ідеальному стані . Ціна 250 грн за штани
Чорні та темно-сині next скіні
Заміри
Сині довжина 77 см, шаг.шов 54 см, пот 29( є утяжка) , поб 34,5 см

Чорні довжина 76 см, шаг.шов 53,5 см, пот 29 ( є утяжка), поб 34,5 см
Світло сині lefetis 

Довжина 78 см, крок шов 54 см, пот 29 см є утяжка",250,Бізнес,https://www.olx.ua/d/uk/obyavlenie/dzhinsi-dlya-hlopchika-128-134r-IDR8qDy.html?sd=1,Опубліковано Сьогодні о 11:23
"Ванночка, пеленальный стол, пеленатор, chicco","Продам пеленальный столик с ванночкой фирмы chicco,  невероятно удобная вещь для Вас и вашего ребёнка.

Обзоры можно посмотреть в ютубе.
Цена нового сейчас 6500, мы покупали за 3900
Продаём за 2200",2200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/vannochka-pelenalnyy-stol-pelenator-chicco-IDR0L7q.html?sd=1,Опубліковано Сьогодні о 11:24
"Флісова кофта на замку,фліска для хлопчика 11-12 років","Флісова кофта на замку,фліска для хлопчика 11-12 років у чудовому стані,має кишені.
Довжина-60 см,ширина-45 см,рукав від горловини-68 см",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/flsova-kofta-na-zamku-flska-dlya-hlopchika-11-12-rokv-IDQAL7R.html?sd=1,Опубліковано Сьогодні о 11:23
Продам колготи для дівчинки,"Продам нові дитячі колготи для дівчинки. Гарні кольори, добре тягнуться, не кошлатяться.
85% котон, фірми ""Малюк""
Є різні розміри від
92 і до 164",75,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-kolgoti-dlya-dvchinki-IDR5wJa.html?sd=1,Опубліковано Сьогодні о 11:24
Кигуруми остатки кігурумі Кугурумі костюм дитячий піжама тепла,"Распродажа остатков кигуруми
Есть Акционные единороги размер 140 по 450 гр

Остальные кигуруми по 470 гр

Размер 100
Стич розовый 
Дракон зелёный 

Размер 110
Лемур 
Олень 
Кот Тоторо 
Супер мен 

Размер 120
Кот Тоторо 
Кошка Спуки 
Хелоу Кити 
Дракон зелёный 
Зайка 

Размер 130
Стич голубой 
Тапочки Стич размер 25-30 350 гр
Лемур 
Кошка луна 
Единорог радуга 

Размер 140
Единорог золотой 
Единорог радуга 
Хелоу Кити 
Кошка луна 
Кошка Спуки 
Лемур 
Енот 
Лев 

Размер С 140-155
Олень 
Енот 
Единорог искорка 

При покупке 3  шт скидка 50 гр от общей суммы.
Отправка с Чугуева Харьков об.
Самовывоз Чугуев.",450 грн. / за 1 шт.,Бізнес,https://www.olx.ua/d/uk/obyavlenie/kigurumi-ostatki-kgurum-kugurum-kostyum-dityachiy-pzhama-tepla-IDMNsRM.html?sd=1,Опубліковано Сьогодні о 11:22
"Куртка демисезонная (осень, весна) на мальчика 9-11 лет",Продам демисезонную куртку на мальчика 10-12 лет. Материал верха - плотный текстиль с водоотталкивающим эффектом. Утеплена синтепоном. На манжетах уплотнительная резинка. Капюшон не отстегивается. Состояние отличное. Замеры по требованию. Смотрите другие мои обьявления с одеждой на мальчиков.,190,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-demisezonnaya-osen-vesna-na-malchika-9-11-let-IDwqKv8.html?sd=1,Опубліковано Сьогодні о 11:24
Primark.Джинсы-легенсы для девочки р.34,"Новые,с этикеткой,джинсы -легенсы.Скинни.Стрейчевые.Не плотные.Цена за лот.350.Пересылаю, олхдоставка.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/primark-dzhinsy-legensy-dlya-devochki-r-34-IDOtCWJ.html?sd=1,Опубліковано Сьогодні о 11:24
Пенал багаторазовий. Можна для подорожі,"Пенал (буклет) для малювання Буклет Ccinnoe має розмір 8x8 дюймів і містить 14 сторінок, а також 12 акварельних ручок. Акварельні ручки барвисті, без пилу та нетоксичні. Після використання обережно протріть його вологою серветкою, щоб зробити його чистим і придатним для повторного використання! Це може стимулювати уяву вашої дитини. Це ідеальний подарунок для дітей!",850,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/penal-bagatorazoviy-mozhna-dlya-podorozh-IDQkKzl.html?sd=1,Опубліковано Сьогодні о 11:24
Сковорідка. Сковорода,"Сковорода з антипригарним покриттям. Фірма Tefal.
Без кришки.
Діаметр- 28 см.

Пересилаю укр.та новою поштою.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/skovordka-skovoroda-IDR8qC3.html?sd=1,Опубліковано Сьогодні о 11:23
"Слюнявчик силіконовий, дитяча посуда, поїльник","Силіконовий слюнявчик підійде діткам від народження, для першого прикорму, для садочку, зручно просто помити водою.",200 грн. / за 1 шт.,Бізнес,https://www.olx.ua/d/uk/obyavlenie/slyunyavchik-silkonoviy-dityacha-posuda-polnik-IDOyKfh.html?sd=1,Опубліковано Сьогодні о 11:23
Динозавр Т-Rex mattel,"Продам большого динозавра  Тираннозавр Рекс парк Юрского периода в отличном состоянии, 55 см в длину и 27 см в высоту. Звуковые эффекты: рычание и топот. Без коробки. Производитель: mattel оригинал.",900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dinozavr-t-rex-mattel-IDQAL5v.html?sd=1,Опубліковано Сьогодні о 11:23
Детски термокюстюм,"Термо костюм, девочка/мальчик, Lupilu осень -зима, в хорошем состоянии размер 86-92, этот размер подойдет и на рост ребенка до 98 см, носили два сезона, о качестве фирмы Lupilu ничего не говорю, кто носил-знает)",350,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detski-termokyustyum-IDPNEVP.html?sd=1,Опубліковано Сьогодні о 11:22
Экскаватор на радиоуправлении 8896B с подвижным ковшом,"Гусеничный Экскаватор радиоуправляемая модель. Полное функциональное управление: двигается вперед, назад, вправо, влево. Кабина и ковш крутятся на 360 градусов. Ковш имитирует процесс копания: опускается, загребает, поднимается и высыпает. Экскаватор на радиоуправлении воспроизводит звук двигателя, подсвечиваются габаритные огни.",1 199 грн. / за 1 шт.,Бізнес,https://www.olx.ua/d/uk/obyavlenie/ekskavator-na-radioupravlenii-8896b-s-podvizhnym-kovshom-IDQZWHR.html?sd=1,Опубліковано Сьогодні о 11:24
Футболочки. Поло. Маєчки. 4шт/30 грн.,"Стан хороший. Присутні лише сліди носіння, але носили обережно. 
На розмір 98 
На вік 2-3 рочки.
Пересилаю олх-доставка або самовивіз Петлюри 43",30,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/futbolochki-polo-machki-4sht-30-grn-IDR8qFq.html?sd=1,Опубліковано Сьогодні о 11:24
Энчантималс Павлин Петтер с сестрой Enchantimals Peacock Sister Dolls,"Игровой набор Энчантималс сестры Павлин

Enchantimals Patter & Piera Peacock Sister Dolls (6-in & 4-in) & 2 Animal Figures, Removable Skirt and Accessories HCF83

ОРИГИНАЛ
В наличии!

Enchantimals - куклы, которые считают, что забота - это все, и друзья всегда держатся вместе.

Куклы Enchantimals имеют специальные темы для животных и имеют специальную связь со своим животным-другом. Каждый персонаж выглядит и одевается как его друг.

 Встречайте сестер-павлинов в игровом наборе Enchantimals Павлин Петтер с младшей сестричкой! Прыгайте навстречу приключениям с Павлин Петтер и ее младшей сестрой павлиной. Рядом с этими милыми сестричками всегда их лучшие друзья-зверюшки. Они обожают все делать вместе, в частности, печь вкусности! 

Куклы Паттер Павлин (6 дюймов) и Пьера Павлин (4 дюйма) могут «держаться за руки», чтобы показать свою особую родственную связь.
Они одеты в одинаковые наряды со съемными аксессуарами для игры в моду.
Каждая кукла-сестра также поставляется с фигуркой зверюшки.
Особенности и состав набора:

подвижные руки, ноги и голова куклы;
мягкие волосы, которые можно расчесывать;
2 куклы, 2 фигурки питомца в комплекте.
высота куклы: 15см.
Рекомендованный возраст: от4-х лет

Бренд: Mattel",699,Бізнес,https://www.olx.ua/d/uk/obyavlenie/enchantimals-pavlin-petter-s-sestroy-enchantimals-peacock-sister-dolls-IDR8qCh.html?sd=1,Опубліковано Сьогодні о 11:23
Сестрица Аленушка и братец Иванушка арт.287/раскраски в комплекте,"Предлагается к покупке настольная развлекательная  игра-стратегия «Сестрица Аленушка и братец Иванушка» с арт.287, от ТМ « STRATEG».  Игра полностью новая и запечатана полиетиленовой пленкой с производственного цеха. Упаковка целая и в хорошем виде, только сжата от усадки полиетилена и соответственно вид ее показан на фото.

Настольная игра «Сестрица Аленушка и братец Иванушка» относится к разряду настольных развлекательных стратегий.

Правила игры расписаны на  упаковочной коробке, так же как и комплектация. Видно на фото.

Игра рассчитана на количество игроков от 2 до 4-Х. В комплекте иеются раскраска, закладка + линейка. 

Комплектация: 
игровое поле -1 шт., 
игральные фишки - 3 шт., 
кубик - 1 шт., 
линейка -1 шт.,
 закладка - 1 шт., 
раскраска

Возраст: 6+ (в игральном наборе присутствуют мелкие детали)

Игра способствует развитию:
развитию логики и творческих способностей ребенка
формированию мышления, внимания, восприятия и воображения
улучшению стратегических навыков развитию навыков общения и партнерства, расширению кругозора ребенка.

 Произведено: в Украине, ТМ STRATEG

Дополнительная информация есть на фото и описание.

При возникновении дополнительных вопросов — спрашивайте, отвечу. Возможны доп., фото при необходимости.

При заказе через ОЛХ доставку по УкрПочте — доставка безоплатная! 
При недозвоне — перезваниваю. Также на указанном в объявлении номере тел. есть Viber -пишите.

Отправка исключительно или по ОЛХ доставке или по предоплате на карточку.   Наложка при предоплате на карточку в полной  стоимости,  так же это есть триггер напоминание на сделанный заказ и покрытие пересылки туда и обратно.

Просьба: Перед заказом напишите сообщение в чате ОЛХ или на вайбер и спросите о наличии товара.  Зачастую товар имеется поштучно и бывает заказан и в доставке уже, а объявление висит до того момента пока заказчик заберет посылку.
Так Вы съекономите своих денег, пара гривен комиссии банка.

Благодарю за понимание!

Посмотрите другие мои объявления — возможно чего то Вам приглянется!",70,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sestritsa-alenushka-i-bratets-ivanushka-art-287-raskraski-v-komplekte-IDQPIbZ.html?sd=1,Опубліковано Сьогодні о 11:24
