title,description,price,status,url,date_public
Ботинки замшевые,"Продам ботинки демисезонные в отличном состоянии. Верх натуральная замша, подошва из полиуретана. Размер 38 (стелька 24.5-25).Цена 400 грн.",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/botinki-zamshevye-IDR8ryx.html?sd=1,Опубліковано Сьогодні о 11:44
Шикарное платье,"1.Эффектное черное платье с чёкером и бюстье
Шикарное ,размер S ,сзади разрез,на змейке невидимой спинка 
Очень круто сидит ,и подчеркивает фигуру 
Идеальное состояние 

2.Черное бархатное платье с кружевом
Сзади на невидимой змейке ,идет с ремешком 
Кружево на вырезе ,и внизу 
Размер S,на любые бедра
Идеальное состояние",650,Бізнес,https://www.olx.ua/d/uk/obyavlenie/shikarnoe-plate-IDQ9KRF.html?sd=1,Опубліковано Сьогодні о 11:44
білі шорти жіночі,"білі шорти..
застібаються на гудзик..
стан ідеальний, були у вжитку..
розмір S..",50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bl-shorti-zhnoch-IDR8rBA.html?sd=1,Опубліковано Сьогодні о 11:45
Джинси L32/Diesel,"Джинси Diesel, оригінал. 
Пот -44 см,
Поб - 55 см,
ширина штанки (низ) - 18 см. Звертайтесь",500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dzhinsi-l32-diesel-IDPM2rX.html?sd=1,Опубліковано Сьогодні о 11:43
Продам велобандана (баф),Продам велобандана (баф). Состояние новое. Отлично защитит от холодного воздуха и пыли.,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-velobandana-baf-IDMR7g7.html?sd=1,Опубліковано Сьогодні о 11:45
2 сумки за 35 грн.,"Продаю сумки.
Разные виды.
Пересылаю укр.почтой олх доставкой,обычной почтой,
новой почтой.",35,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/2-sumki-za-35-grn-IDL9TIs.html?sd=1,Опубліковано Сьогодні о 11:44
Костюм на дівчинку,"Продам трикотажний костюм на дівчинку, в дуже гарному стані. Встигли тільки декілька разів одягнути. Не кошлатиться, якість відмінна, пенье. Розмір 122-128. На 7-8 років",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kostyum-na-dvchinku-IDR8rt4.html?sd=1,Опубліковано Сьогодні о 11:42
продам часы петек филипп,продам часы на руке смотрятся отлично  смотрите все мои другие объявления автора много интересного,9888,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-chasy-petek-filipp-IDJ24Ub.html?sd=1,Опубліковано Сьогодні о 11:44
Кофта Nike tech fleece(158-170) 13-15 years,"Кофта Nike tech fleece (158-170) 13-15лет 
Состояние идеальное. Все дополнительные вопросы в лс или по телефону.",1250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kofta-nike-tech-fleece158-170-13-15-years-IDQPIUR.html?sd=1,Опубліковано Сьогодні о 11:43
"Fila жіночі шльопанці сандалі Morro Bay Zeppa
694,00","Зовнішній матеріал: синтетична шкіра
Висота платформи 4см
Підошва  піна EVA
Лого текстильна вишивка
Внутрішній матеріал: текстильний матеріал
Стан ідеальний,без пошкоджень, деформацій",380,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/fila-zhnoch-shlopants-sandal-morro-bay-zeppa694-00-IDR8ryt.html?sd=1,Опубліковано Сьогодні о 11:44
Новый плащ большого размера. На 52-60 размер.,"Продам плащ большого размера.
Подойдет на размер от 52 до 60.
Новый, с бирками.
На крупную женщину, высокий рост. Хорошая длина рукава.

Цвет - песочный.
Оригинальный воротник шалькой.

Длина по спинке - 125 см.
Ширина плеч - 48 см.
Ширина подмышками - 66 см.
Ширина по талии - 68 см.
Ширина по бёдрам - 70 см.
Длина рукава - 64 см.

Померять можно на Тополе.",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/novyy-plasch-bolshogo-razmera-na-52-60-razmer-IDIKJrR.html?sd=1,Опубліковано Сьогодні о 11:45
Stone Island button half zip / M-L,"Светр Stone Island на ґудзиках, 1:1, купувався в магазині the based. Колір насичений чорний, є дві непомітні плями на останньому фото, фотографував з контрастом спеціально щоб було видно. В житті виглядає топово. По бірці L, по факту M-L",2000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/stone-island-button-half-zip-m-l-IDR8rAb.html?sd=1,Опубліковано Сьогодні о 11:45
Ботінки весна-осінь,Продам ботіночки 37 розмір. Взувала один раз на урочисту подію. Стан ідеальний.,500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/botnki-vesna-osn-IDR8rBh.html?sd=1,Опубліковано Сьогодні о 11:45
Жилетка Zara Жилет Zara Жилетка зара бежева,"Стильна жилетка від Zara.
Тепла.
Нові , з офіційного сайту.
Розміри в наявності: XS, S, M",2800,Бізнес,https://www.olx.ua/d/uk/obyavlenie/zhiletka-zara-zhilet-zara-zhiletka-zara-bezheva-IDQV4RK.html?sd=1,Опубліковано Сьогодні о 11:44
Шикарные деми ботинки,"Демисезонные ботинки 
Размер: 39 (стелька 25 см, полная 25,5)
Кожзам 
Внутри лёгкий флисовый утеплитель

Они нереальные! Шикарно дополнят ваш стильный образ! 
Увы пролёт с размером",1299,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shikarnye-demi-botinki-IDQ40SE.html?sd=1,Опубліковано Сьогодні о 11:45
Зимова куртка,"Тепла зимова жіноча куртка. 
Розмір: XXXL
В хорошому стані, ціла, без пошкоджень
Наповнювач: нейлон та поліестер
Фурнітура: блискавки та застібки",2000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zimova-kurtka-IDQkLgO.html?sd=1,Опубліковано Сьогодні о 11:43
"Сумка,банака,balanciaga,louse vuitton,zara,resetved","Продам новые сумки,привезены из Европы. В наличии ZARA,RESERVED ,Balenciaga .
Отправлю по предоплате.
Zara 650 грн",500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sumka-banaka-balanciaga-louse-vuitton-zara-resetved-IDR7ykj.html?sd=1,Опубліковано Сьогодні о 11:42
Костюм Puma оригінал,"Новий костюм Puma оригінал , замовляла через бар’єра , пролетіла з розміром хл",2000,Бізнес,https://www.olx.ua/d/uk/obyavlenie/kostyum-puma-orignal-IDR7ffS.html?sd=1,Опубліковано Сьогодні о 11:44
Жіночі шкіряні туфлі 35 р,"Жіночі шкіряні туфлі на платформі 35 р. Стан нові.
Довжина стельки 22.5 см 
Коркова підошва.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zhnoch-shkryan-tufl-35-r-IDN9fzn.html?sd=1,Опубліковано Сьогодні о 11:43
Ботинки замшевые,"Продам ботинки демисезонные в отличном состоянии. Верх натуральная замша, подошва из полиуретана. Размер 38 (стелька 24.5-25).Цена 400 грн.",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/botinki-zamshevye-IDR8ryx.html?sd=1,Опубліковано Сьогодні о 11:44
True Religion Buddha,"True Religion hoodie 

Розмір: XL-L
Стан: 8/10 (втрата кольору + місцями тріснув принт)
Є якісь питання пишіть",900,Бізнес,https://www.olx.ua/d/uk/obyavlenie/true-religion-buddha-IDQOoq8.html?sd=1,Опубліковано Сьогодні о 11:45
Джинсова спідниця,"Красива джинсова спідниця,в хорошому стані, підійде на розмір xs/s на бірці розмір вказаний 34",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dzhinsova-spdnitsya-IDR8rzM.html?sd=1,Опубліковано Сьогодні о 11:45
Сукня (сарафан),"Продаю жіноче плаття, майже в новому стані, вдягалося лише один раз. Розмір М. 
За подробицями пишіть або телефонуйте.
Відправимо олх доставкою або новою поштою.",75,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/suknya-sarafan-IDLyzdI.html?sd=1,Опубліковано Сьогодні о 11:43
Маска для ускорения и роста волос,"Используя маску Princess Hair для роста волос два-три раза в неделю, можно добиться следующего:

Защита от негативного воздействия.

Восстановление структуры волос.

Обеспечение здорового блеска.

Увеличение объема.

Поддержание полноценного увлажнения и глубокое питание от корней до кончиков.

Восстановление поврежденных участков.

Пробуждение спящих волосяных луковиц.

В результате проведения оздоровительного курса волосы будут менее уязвимыми. Теперь даже самый минимальный стресс не будет провоцировать выпадение волос, а укладка не будет отнимать много времени. Вы распрощаетесь с зудом и шелушением кожи головы, так что в полезном воздействии уникальной разработки вам не стоит сомневаться.

Отправляю олх доставкой.
Цена ниже намного. В интернете от 200-400грн за шт. Есть очень много их",70,Бізнес,https://www.olx.ua/d/uk/obyavlenie/maska-dlya-uskoreniya-i-rosta-volos-IDQRk4M.html?sd=1,Опубліковано Сьогодні о 11:45
Кросывки жіночі джордан 4 Air Jordan 4 Retro  женские найк,"- Верх виконаний: Шкіра
- Підошва:Резина каучук
- У комплекті: Пакувальний папір, Коробка.
- Розміри 36-40
- Обмін/Повернення Є
- Відправляємо накладним платежем по мінімальному завдатку 120грн, або безпечною оплатою ОЛХ
САМОВИВОЗУ НЕМАЄ

Для замовлення потрібно:
Прізвище Імя
Місто, область
№ Відділення нової пошти в Вашому місті
Контактний номер
Потрібний розмір",2649,Бізнес,https://www.olx.ua/d/uk/obyavlenie/krosyvki-zhnoch-dzhordan-4-air-jordan-4-retro-zhenskie-nayk-IDQYWUQ.html?sd=1,Опубліковано Сьогодні о 11:44
Женские Nike Air Force 1 Shadow новые оригинал,"Женские Nike Air Force 1 Shadow 
Оригинал 
Размеры :
36-22.5 см US 5.5
40-25.5 см US 8.5
40.5-26 см US 9
Артикул : DN8006-100
2700 грн",2700,Бізнес,https://www.olx.ua/d/uk/obyavlenie/zhenskie-nike-air-force-1-shadow-novye-original-IDR8rsF.html?sd=1,Опубліковано Сьогодні о 11:42
Жилетка Adidas хаки,"Вільний крій
Сезон: весна-осінь
Матеріал: плащівка
Кармани: 2 шт
Розміри: S, M, L, XL, XXL",980,Бізнес,https://www.olx.ua/d/uk/obyavlenie/zhiletka-adidas-haki-IDR7fko.html?sd=1,Опубліковано Сьогодні о 11:44
Продам парик,"Шикарный парик, идеально садится, смотрится натурально . Цвет темный орех",500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-parik-IDBu0r8.html?sd=1,Опубліковано Сьогодні о 11:43
Шапка  ангорова/ подвійна,"шапка ангорова подвійна тепла, за деталями звертайтесь в приватні повідомлення. .",375,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shapka-angorova-podvyna-IDPMlF3.html?sd=1,Опубліковано Сьогодні о 11:43
Костюм з екошкіри від Reserved,"Костюм з екошкіри
Штани вільного крою зі штучної шкіри.

 застібка на блискавку та гачок
дві кишені з боків
довгі вільні штанини
Одягала 1 раз, стан ідеальний",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kostyum-z-ekoshkri-vd-reserved-IDR8rBk.html?sd=1,Опубліковано Сьогодні о 11:45
Туніка- батнік..,"Плаття - батнік,розмір  164.

Одягали один  раз.

У гарному  стані.
Заміри запитуйте.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tunka-batnk-IDR8rzk.html?sd=1,Опубліковано Сьогодні о 11:45
NYX хайлайтер румяна и тени,"Продам набор, 450 грн за все. 
Могу продать по отдельности.
Румяна 150 грн
Хайлайтер 150 грн
Тени 150 грн 
Продаю потому что не пользуюсь.",450,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nyx-haylayter-rumyana-i-teni-IDQQHnw.html?sd=1,Опубліковано Сьогодні о 11:44
Чоловіча брендова кофта,"Вінтажна брендова чоловіча кофта Жан Поль Готьє, матеріал бавовна, розмір XL, колір темно-синій її",1500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/cholovcha-brendova-kofta-IDQkLkN.html?sd=1,Опубліковано Сьогодні о 11:44
"Плаття, белое платье","Біле плаття
Розмір с
Гарно лягає по фігурі
В хорошому стані
Заміри надам при потребі",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/plattya-beloe-plate-IDOJ1Yl.html?sd=1,Опубліковано Сьогодні о 11:45
"893,494Фрезер для манікюра та педикюра ZS-601 35000 оборотов 65ватт","Фрезер для манікюру і педикюру Nail Drill ZS601 35000 оборотів 65 Ват комплектується легкою, суцільнометалевою ручкою з цанговим механізмом фіксації фрез. Фреза обертається на двох підшипниках з мінімальною вібрацією на всьому діапазоні оборотів. Двигун має систему примусової вентиляції, що збільшує час роботи з меншим нагріванням. У ручці використовується нерозбірний блок-мотор, якому комфортніше працювати на високих, ніж на низьких оборотах. Двигун розрахований на 12 Вольт. Фрезер має регулятор обертів, перемикач напрямку обертання ""Реверс"", індикатор мережі. Є режим включення приладу ручний, а є ножний за допомогою педалі. Варіант роботи вибирається за допомогою перемикача на панелі.
Напруга: 220-240 вольт.
*
В комплекті:
Блок живлення
Ручка-мікродвигун
Ножна педаль
Набір фрез
Підставка для ручки

Склад-магазин пропонує Вашій увазі:
* Величезний асортимент товару в сфері краси.
* Продаж оптом і в роздріб.
* Найнижчі ціни по Україні.
* Швидкі терміни поставки.
* Гарантійне та післягарантійне обслуговування.
* Накопичувальна система знижок. 

 Магазин знаходиться за адресою Вінниця, вулиця Магістратська 7. Ціни можна дізнатися по телефону або в нашому інтернет-магазині.

Перед відправкою весь товар перевіряється на відсутність дефектів і працездатність виробу. Забираючи товар з перевізника обов'язково перевіряйте працездатність та комплектність.

Відправки здійснюются новою поштою.",860,Бізнес,https://www.olx.ua/d/uk/obyavlenie/893-494frezer-dlya-mankyura-ta-pedikyura-zs-601-35000-oborotov-65vatt-IDgeLli.html?sd=1,Опубліковано Сьогодні о 11:45
Базовый женский тренч Michael Kors,"Новый, оригинал ,размер М, цвет очень красивый. Длина 100см.",7500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bazovyy-zhenskiy-trench-michael-kors-IDPJ86Q.html?sd=1,Опубліковано Сьогодні о 11:42
ДУХИ ПАРФУМ жіночий Givehcny Ange Demon Le Secret 100ml,"Інтернет магазин REAL-SHOP пропонує високоякісну
елітну парфумерію виготовлену за ліцензією в ОАЕ.

Це означає, що великі брендові будинки дають ліцензію фабрикам в ОАЕ на виробництво парфумів під своїм логотипом. Справжня ліцензійна парфумерія має гарну зовнішню подібність і практично ідентичний аромат оригінальної парфумерії, містить натуральні оригінальні масла. Тобто духи ідентичні виробленим у Франції, Італії, Англії і т.д.

У нас найвигідніше співвідношення ціни, якості та асортименту!

Працюємо із реальним прайсом, тобто. все, що ви бачите можна купити сьогодні.

Те, що ми продаємо, ви купуєте, в магазинах, на 200-400% дорожче!

Не переплачуйте!

1. ТОВАР У НАЯВНОСТІ у м. Львів
2. ВІДПРАВЛЕННЯ ЩОДЕННО о 17:00 Новою поштою, Укрпоштою о 12:00
3. У м. ЛЬВІВ отримання при зустрічі, центр міста!
4. ПРИ КУПІВЛІ 3-х парфум в ПОДАРУНОК 20 мл!
5. МОЖЛИВИЙ ОПТ (ціни обговорюються, є спеціальні умови)
6. Працюємо за системою Дропшипінг
7. ОЛХ доставка Новою поштою або Укрпоштою

ЗАХОДІТЬ інтернет магазин real-shop.org.ua

В ОГОЛОШЕННІ ФОТО ЗРОБЛЕНІ НАМИ, ВИ БАЧИТЕ РЕАЛЬНІ ФОТО! (це важливо!)

ОПИС:
Класифікація аромату: квіткові
Початкова нота: італійський лимон, журавлина
Нота ""серця"": жасмин, біла півонія, латаття
Кінцева нота: деревина світлого дерева, пачулі

Це неповторне досконалість, втілене в кожній ноті його пахощів і кожній грані флакона. Це парфум, в якому переплітається невинність і пристрасність, холодність і чуттєвість. Квіткові переливи цього французького шедевра прикрасять справжню леді, граціозну, витончену і вишукану.

Мелодія Ange Ou Demon Le Secret починається зі свіжого фруктового вступу, наповненого легкістю італійського лимона і журавлини. В її серце - розкішний букет білих квітів. Жасмин, півонія і латаття символізують пристрасть, ніжність і чистоту, які з'єднуються в серце жінки. Пряне післясмак аромату залишиться на шкірі теплою деревиною світлого дерева і пачулі.",300,Бізнес,https://www.olx.ua/d/uk/obyavlenie/duhi-parfum-zhnochiy-givehcny-ange-demon-le-secret-100ml-IDQOiZI.html?sd=1,Опубліковано Сьогодні о 11:44
шлепки на низенькой танкетки,"Продам шлепанци в нормальном состоянии. Размер 37. Удобные при ходьбе.На узенткую ногу. Продаю за ненадобностью, обуви летний достаточно а они просто стоят. Носила их не долго.Если нужны еще дополнительные фото или замеры обращайтесь все предоставлю.Самовывоз.Пишите, звоните. Смотрите так же и другие мои обьявления.",80,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shlepki-na-nizenkoy-tanketki-IDOFpyd.html?sd=1,Опубліковано Сьогодні о 11:43
Босоножки Clarks structured,"кожа лак
застежки на липучках
длина по стельке 24 см.
ширина 8 см.
легкие, эргономичные с перекатом
made in vietnam  UK 5.5 D",280,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bosonozhki-clarks-structured-IDR8ryy.html?sd=1,Опубліковано Сьогодні о 11:44
свадебные украшения на машину и сито для зерна и монет,"продам украшения на авто. Лента с цветами на капот и 4 цветка на ручки дверей.. Звоните, пишите. Самовывоз с Универмага 20 квартал.Смотрите так же и другие мои обьявления.",70,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/svadebnye-ukrasheniya-na-mashinu-i-sito-dlya-zerna-i-monet-IDOFwFu.html?sd=1,Опубліковано Сьогодні о 11:43
Подарунковий набір на 8 березня. Мийні засоби_Гель для душу_Рідке мило,"Набір ""Дбайлива господиня"" порадує та полегшить господарські клопоти вашої жінки.

Засіб мийний рідкий ""Для ванної кімнати""
Завдяки потужній формулі, мийний засіб зробить Вашу ванну кімнату гігієнічно чистою. Засіб ефективно видаляє вапняний наліт та молочний камінь. Володіє дезинфікуючим ефектом. Призначений для щоденного прибирання будь-яких водостійких поверхонь - шафів, столешниць, раковин, ванн, душових кабін, для підлоги та інших твердих поверхонь (лінолеум, кахельна плитка, керамограніт, мармур, пластик  і т.п.). Не залишає розводів. Не руйнує захисний шар поверхні. Не містить фосфатів, їдких кислот та хлорного відбілювача.

Засіб мийний рідкий ""Для кухні""
Завдяки потужній формулі, мийний засіб для кухні зробить будь яку поверхню гігієнічно чистою. Володіє дезинфікуючим ефектом. Призначений для щоденного прибирання будь-яких водостійких поверхонь - шафів, столешниць, раковин, ванн, душових кабін, для підлоги та інших твердих поверхонь (лінолеум, кахельна плитка, керамограніт, мармур, пластик  і т.п.). Не залишає розводів. Не руйнує захисний шар поверхні. Не містить фосфатів, їдких кислот та хлорного відбілювача.

Гель для душу дбайливо доглядає за шкірою, зволожує її, відновлює еластичність. Ніжний аромат допомагає підбадьоритися і подарує шкірі відчуття м'якості та свіжості.

Мило рідке утворює ніжну піну, яка ніжно очищає, живить і тонізує шкіру. Дарує Вашій шкірі свіжість, здоров'я та сяючу красу.",198,Бізнес,https://www.olx.ua/d/uk/obyavlenie/podarunkoviy-nabr-na-8-bereznya-miyn-zasobi-gel-dlya-dushu-rdke-milo-IDR6DI2.html?sd=1,Опубліковано Сьогодні о 11:45
"Fila жіночі шльопанці сандалі Morro Bay Zeppa
694,00","Зовнішній матеріал: синтетична шкіра
Висота платформи 4см
Підошва  піна EVA
Лого текстильна вишивка
Внутрішній матеріал: текстильний матеріал
Стан ідеальний,без пошкоджень, деформацій",380,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/fila-zhnoch-shlopants-sandal-morro-bay-zeppa694-00-IDR8ryt.html?sd=1,Опубліковано Сьогодні о 11:44
Платье женское Ostin,"Платье женское, размер М.
Силуэт прямой.
Состояние хорошее
Цвет темно синий, трикотаж.
Замеры

Длина -85 см
Ширина в груди 47 см
Ширина к низу 49 см",180,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/plate-zhenskoe-ostin-IDOL2ts.html?sd=1,Опубліковано Сьогодні о 11:45
Аромасвечи натуральние,"Продам свечи собственного производства, нереально передаёт запах, много ароматом в наличии, также могу сделать с посланием, разноцветные, с блестками. Время горения 40 часов. Свечи из натурального соевого воска, натуральные аромамасла. Дешевле не найдёте.  Пишите, с радостью отвечу и помогу с выбором)",300,Бізнес,https://www.olx.ua/d/uk/obyavlenie/aromasvechi-naturalnie-IDR8rzP.html?sd=1,Опубліковано Сьогодні о 11:45
Новый плащ большого размера. На 52-60 размер.,"Продам плащ большого размера.
Подойдет на размер от 52 до 60.
Новый, с бирками.
На крупную женщину, высокий рост. Хорошая длина рукава.

Цвет - песочный.
Оригинальный воротник шалькой.

Длина по спинке - 125 см.
Ширина плеч - 48 см.
Ширина подмышками - 66 см.
Ширина по талии - 68 см.
Ширина по бёдрам - 70 см.
Длина рукава - 64 см.

Померять можно на Тополе.",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/novyy-plasch-bolshogo-razmera-na-52-60-razmer-IDIKJrR.html?sd=1,Опубліковано Сьогодні о 11:45
Демисезонный двухсторонний пуховик,"Двухсторонний пуховик. Наполнение - натуральный пух. Легко стирается. Размер хс-с. Очень удобная модель. Одет на размер хс , рост 167",1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/demisezonnyy-dvuhstoronniy-puhovik-IDR8rst.html?sd=1,Опубліковано Сьогодні о 11:42
Плаття на шиї на зав'язках розмір с,"Плаття на шиї на зав'язках
Розмір с
В хорошому стані
Тканина м'яка,не мнеться,можна не прасувати.",50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/plattya-na-shi-na-zavyazkah-rozmr-s-IDR8ryS.html?sd=1,Опубліковано Сьогодні о 11:44
Туфлі  ZARA Trafaluc,"Туфлі ZARA Trafaluc
Розмір 38
Каблук 10 см.
Є дрібні потертості, в носінні непомітні
Підходять і на 37, і на 38",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tufl-zara-trafaluc-IDQALXq.html?sd=1,Опубліковано Сьогодні о 11:44
